4.2163215,23.0203272,83.9845434,22.299,-63.788,-2031.484
-0.6808310,22.6610649,82.8362582,79.338,-66.474,-2033.029
-8.7040023,21.5719614,81.0439102,172.206,-66.683,-2026.337
-16.4126683,20.2555031,79.4708335,261.853,-64.887,-2008.138
-18.1387144,19.8219108,68.5827007,256.342,-93.628,-2003.521
-20.1271282,18.9428398,54.2989882,240.872,-130.502,-1997.674
-21.5787818,17.5770053,41.1473222,218.893,-161.352,-1993.162
-22.4161022,16.2231824,30.4984065,196.121,-182.706,-1990.236
-11.0349662,17.9842557,32.7662828,107.446,-88.338,-2027.932
-1.9658087,19.1417346,34.8186206,36.540,-9.895,-2039.771
8.6376184,20.0441655,37.3207578,-46.451,85.573,-2033.049
7.7159142,18.7281669,25.5532171,-15.838,110.616,-2036.149
7.2346817,16.8593697,12.3020009,24.215,130.493,-2038.289
7.3305343,15.5235435,3.7002010,52.584,138.306,-2038.934
0.6179503,14.8136211,1.9526082,64.889,50.383,-2044.110
-6.8743135,13.6620378,0.3267280,76.858,-35.002,-2038.141
-14.3661446,12.5132125,-1.2768360,89.541,-124.693,-2020.267
-17.3322741,12.1356622,-1.9826469,88.702,-83.767,-2024.088
-15.8876272,11.6983469,-4.7356272,87.365,-114.146,-2100.150
-25.5078460,12.6874907,6.7840656,139.172,-213.635,-2059.565
-24.3244446,17.7403937,34.7923892,216.495,-170.955,-2065.348
-21.2996763,20.6794513,59.4795927,259.578,-110.375,-2075.875
-17.1987350,22.1218297,82.7012439,274.516,-42.876,-2088.480
-21.9306271,21.2206199,81.8000617,328.856,-37.285,-2071.046
-27.4350462,20.0967077,80.8578128,389.824,-29.508,-2045.363
-34.6530239,18.6999120,79.7510872,464.323,-18.550,-2003.780
-34.6999549,18.6402665,79.7760335,466.407,-35.505,-2095.050
-27.0462804,20.1685573,80.9824845,385.268,-47.682,-2139.851
-19.2643362,21.7425998,82.2783849,299.206,-58.037,-2173.494
-10.0190469,23.1048474,84.1320530,195.386,-68.115,-2197.891
-2.0953613,24.0075774,85.9163524,104.943,-74.429,-2206.118
2.8708020,24.7106900,87.0720262,46.636,-76.956,-2205.309
12.3732281,25.3066465,89.4438750,-61.293,-79.282,-2191.390
20.7714102,25.6231191,91.6240051,-151.732,-78.546,-2166.220
29.7823308,25.4659718,93.9682108,-243.208,-76.066,-2126.753
27.4898346,25.4617122,93.4232367,-202.150,-77.103,-2137.387
30.6810300,29.9620566,94.2064658,-235.940,19.845,-2000.529
23.3163497,30.2306550,92.2861053,-163.046,14.655,-2033.714
13.6251093,30.0088870,89.7086610,-62.994,11.081,-2064.706
4.8848699,29.3150190,87.4624732,31.886,11.291,-2080.017
-5.7095068,28.2905547,84.8801825,155.051,16.543,-2081.799
-12.8173924,27.3802658,83.2971088,233.019,22.359,-2071.655
-19.8417050,26.2275324,81.8777669,311.842,31.930,-2052.634
-27.6258206,24.8435867,80.4747733,397.280,44.809,-2020.517
-31.1773086,24.0192274,79.9895337,435.700,50.973,-2001.724
-34.5355412,22.9576403,66.6078755,428.290,-16.452,-1983.367
-37.4269179,21.5984929,54.5333842,408.451,-74.661,-1967.409
-39.7259634,19.7109832,42.9172783,378.042,-127.542,-1953.639
-41.2690878,17.7835212,32.6113009,341.724,-170.460,-1942.800
-48.5294929,15.9638244,31.7893875,396.336,-207.605,-1883.301
-30.3098084,19.9385476,34.0344957,251.274,-105.561,-2015.664
-19.8561008,21.8543314,35.8587422,162.903,-34.229,-2063.929
-8.5960008,23.5397858,38.1741953,68.975,46.804,-2092.120
1.7652020,24.9728920,40.5077765,-23.640,133.825,-2097.722
11.8767837,25.7967608,43.0233493,-100.559,211.097,-2085.251
23.1057669,26.1630272,45.9408504,-183.915,300.323,-2049.686
24.2357579,35.8797212,64.7830526,-257.712,305.213,-2079.055
15.0148789,35.8194391,62.3245762,-178.954,255.902,-2108.339
5.8278948,35.3063475,59.8660202,-93.883,209.059,-2126.092
-2.6088012,34.6063107,57.7226339,-15.448,169.992,-2130.135
2.8071562,36.5448380,72.2416121,-21.278,144.325,-2119.292
-2.8346655,36.3694695,76.6166277,66.972,121.059,-2118.474
-9.7354263,35.2670083,74.9375230,144.939,114.609,-2114.118
-17.1895491,34.1444736,73.5081702,227.077,111.913,-2100.918
-24.2791713,32.9578451,72.1307165,302.759,113.284,-2080.300
-31.7026575,31.6263642,70.8431991,381.942,119.422,-2049.248
-34.9062334,31.0445331,70.3800485,417.080,123.219,-2032.055
-28.7422031,31.9699798,86.4105505,418.216,190.320,-2060.563
-22.0238327,33.4724220,87.5453897,348.314,168.751,-2086.550
-15.1469544,34.3171306,88.9825784,276.066,149.149,-2104.763
-4.1626202,35.9145353,91.5217042,160.782,125.230,-2117.587
4.2815731,37.1014463,93.5894734,64.228,111.886,-2114.261
17.0840060,37.5672665,97.0071105,-68.658,100.332,-2089.616
26.6283273,37.6423331,99.6336590,-161.809,99.904,-2057.448
35.5562976,37.2262521,102.0562010,-245.678,103.047,-2015.096
41.1715386,36.9595025,103.5874539,-294.320,108.595,-1984.583
47.9256884,36.4914976,105.3511445,-350.773,118.822,-1942.102
53.6639943,33.8758671,123.5420766,-302.773,4.651,-1900.724
45.8334588,34.5471464,121.5315207,-240.201,11.808,-1957.100
38.9152991,34.9965539,119.8778574,-178.096,22.979,-2002.920
29.2553118,35.7060160,117.3295739,-92.439,44.547,-2052.250
22.4322712,35.8159318,115.4513554,-32.176,63.095,-2078.556
13.2199102,35.5438824,112.9277074,56.648,94.453,-2105.949
3.6681722,34.8039773,110.4657402,156.173,136.692,-2122.617
-4.5343507,33.9443472,108.4293163,236.082,175.792,-2125.041
-12.1676272,32.9393636,106.6875583,310.522,215.640,-2117.065
-20.0499406,31.6464606,105.1138584,385.524,260.126,-2098.161
-12.0457473,29.8886864,122.3572132,335.619,309.418,-2128.563
-4.4382326,30.6334438,124.5259515,274.334,252.786,-2137.824
4.1726869,31.6722938,126.6397182,204.407,191.423,-2136.668
13.0170839,32.6329660,129.0183278,127.842,129.258,-2121.453
20.2196980,32.6576006,130.9116437,64.945,81.323,-2099.463
28.9235661,32.6388938,133.2542882,-4.349,33.752,-2066.034
9.2348102,24.9944268,151.2682098,184.169,244.869,-2154.321
1.0722297,23.9763381,149.1626809,223.451,326.043,-2162.569
-57.1558996,14.2766069,14.0931407,304.598,-137.208,-1868.261
-44.0110032,17.2815834,14.9025853,228.700,-55.626,-1989.020
-31.6408698,19.9682109,16.6547237,156.365,38.984,-2073.354
-22.6848654,22.0363530,17.9782210,98.999,124.461,-2120.417
-13.2622198,23.5381378,19.7986055,40.362,216.439,-2151.686
-4.5634978,24.8524949,21.7409204,-7.461,297.459,-2164.792
13.7736402,18.4774303,10.6883110,13.660,393.504,-2106.138
3.5796293,17.7079859,8.2179573,40.061,279.219,-2122.368
-3.1141385,16.9736796,6.6615512,57.017,208.809,-2122.160
-11.8132326,15.9118712,4.7764231,83.318,103.111,-2107.845
-21.3935013,14.1228037,2.9454342,111.088,-3.381,-2075.317
-32.4091515,12.1073661,1.1173803,143.358,-122.239,-2014.003
-7.0520559,9.5024488,-17.8547086,115.753,144.535,-2114.605
5.4483993,10.6742898,-14.9872170,142.381,290.555,-2120.382
10.3744303,6.2731106,-31.0586476,227.885,299.216,-2108.892
1.0714636,5.5787142,-33.3428980,174.999,195.530,-2116.854
-7.2629904,4.5969252,-35.1522655,127.123,105.815,-2107.737
-14.8268063,3.0937281,-36.6300525,81.677,24.416,-2086.197
-22.7600797,1.6245030,-38.0330311,35.347,-55.526,-2051.041
-25.5612860,-2.6750097,-54.8602917,-50.274,-81.956,-2023.921
-19.3732762,-1.6078108,-53.5422824,4.380,-34.448,-2057.662
-10.0203137,0.0812657,-51.8612923,86.172,43.167,-2092.497
1.6948120,1.7444302,-49.2191796,190.656,148.931,-2109.483
8.9769642,2.5032723,-47.4618622,251.611,214.587,-2104.474
15.6527346,2.6683131,-45.9179338,307.489,275.716,-2088.477
18.7500241,-0.3815279,-64.3857166,349.440,193.782,-2071.958
